Head,Ablated_Acc,Accuracy_Drop
5,0.8560885608856088,0.011070110701107083
6,0.8597785977859779,0.0073800738007380184
4,0.8634686346863468,0.0036900369003690647
1,0.8671586715867159,0.0
0,0.8708487084870848,-0.0036900369003689537
3,0.8708487084870848,-0.0036900369003689537
7,0.8708487084870848,-0.0036900369003689537
2,0.8745387453874539,-0.0073800738007380184
